City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
160,Wesselsbron,ZA,2022-04-17 13:58:06,-27.8549,26.3658,58.68,64,53,6.8
161,Bantou,CN,2022-04-17 13:58:07,26.2151,117.4893,59.11,88,100,0.92
162,Lasa,IT,2022-04-17 13:58:07,46.6166,10.7002,66.69,56,32,6.69
163,Ibra,OM,2022-04-17 13:58:07,22.6906,58.5334,95.31,15,98,11.95
164,Tambopata,PE,2022-04-17 13:58:08,-12.7333,-69.1833,73.29,64,0,4.61
165,Masingbi,SL,2022-04-17 13:58:08,8.7833,-11.95,99.73,26,100,3.4
166,Praia Da Vitoria,PT,2022-04-17 13:58:08,38.7333,-27.0667,64.76,72,20,11.18
167,Paamiut,GL,2022-04-17 13:58:09,61.994,-49.6678,28.72,79,100,4.59
168,Shenjiamen,CN,2022-04-17 13:58:09,29.9576,122.298,55.99,65,100,4.7
169,Domodossola,IT,2022-04-17 13:58:09,46.1165,8.2931,65.57,31,26,14.0
170,Port Elizabeth,ZA,2022-04-17 13:58:10,-33.918,25.5701,70.11,70,20,6.91
171,Mehamn,NO,2022-04-17 13:58:10,71.0357,27.8492,38.26,95,100,11.23
172,Bambous Virieux,MU,2022-04-17 13:58:10,-20.3428,57.7575,79.21,94,75,5.75
173,Puerto Madryn,AR,2022-04-17 13:58:11,-42.7692,-65.0385,60.57,68,4,20.13
174,Mocuba,MZ,2022-04-17 13:58:11,-16.8392,36.9856,77.34,89,43,6.85
175,Lavrentiya,RU,2022-04-17 13:58:12,65.5833,-171.0,29.21,96,100,13.44
176,Fortuna,US,2022-04-17 13:58:12,40.5982,-124.1573,38.66,95,20,5.75
177,Hasaki,JP,2022-04-17 13:58:12,35.7333,140.8333,54.28,67,96,11.36
178,Asau,RO,2022-04-17 13:58:13,46.4333,26.4,43.72,54,100,12.62
179,Tual,ID,2022-04-17 13:58:13,-5.6667,132.75,84.49,71,100,4.97
180,Kurchum,KZ,2022-04-17 13:58:13,48.5722,83.6542,59.13,23,7,15.52
181,Sao Raimundo Das Mangabeiras,BR,2022-04-17 13:58:14,-7.0219,-45.4811,85.71,66,93,1.34
182,Sioux Lookout,CA,2022-04-17 13:58:14,50.1001,-91.917,10.47,92,20,3.44
183,Hilo,US,2022-04-17 13:57:28,19.7297,-155.09,72.28,87,75,5.99
184,Nueva Loja,EC,2022-04-17 13:58:15,0.0847,-76.8828,73.42,94,100,2.3
185,Great Yarmouth,GB,2022-04-17 13:58:15,52.6083,1.7305,64.09,65,99,14.52
186,Lang Son,VN,2022-04-17 13:58:16,21.8333,106.7333,57.88,95,100,5.41
187,Manacapuru,BR,2022-04-17 13:58:16,-3.2997,-60.6206,79.0,89,100,7.16
188,Cockburn Town,TC,2022-04-17 13:58:16,21.4612,-71.1419,77.95,81,80,19.6
189,Saldanha,ZA,2022-04-17 13:58:17,-33.0117,17.9442,80.65,63,2,12.66
190,Ambilobe,MG,2022-04-17 13:58:17,-13.2,49.05,81.41,75,1,3.15
191,Touros,BR,2022-04-17 13:57:34,-5.1989,-35.4608,86.77,61,97,9.89
192,Pangnirtung,CA,2022-04-17 13:58:17,66.1451,-65.7125,9.16,92,100,5.32
193,Aripuana,BR,2022-04-17 13:58:18,-9.1667,-60.6333,80.83,82,100,3.44
194,Grindavik,IS,2022-04-17 13:58:18,63.8424,-22.4338,45.07,61,75,11.5
195,Jumla,NP,2022-04-17 13:58:19,29.2747,82.1838,53.6,58,78,5.32
196,Havoysund,NO,2022-04-17 13:58:19,70.9963,24.6622,41.23,99,100,23.26
197,Rantoul,US,2022-04-17 13:58:19,40.3084,-88.1559,39.02,59,0,14.97
198,Bunbury,AU,2022-04-17 13:58:20,-33.3333,115.6333,55.0,69,2,9.13
199,Katsuura,JP,2022-04-17 13:58:20,35.1333,140.3,56.97,75,63,7.14
200,Husavik,IS,2022-04-17 13:58:20,66.0449,-17.3389,45.72,81,99,3.42
201,Luderitz,NA,2022-04-17 13:58:21,-26.6481,15.1594,73.04,53,0,11.63
202,Vestmannaeyjar,IS,2022-04-17 13:58:21,63.4427,-20.2734,44.19,70,67,7.61
203,Dunedin,NZ,2022-04-17 13:58:21,-45.8742,170.5036,52.81,79,15,8.99
204,Rayevskiy,RU,2022-04-17 13:58:22,54.0658,54.9468,48.87,61,100,4.81
205,Severo-Kurilsk,RU,2022-04-17 13:58:22,50.6789,156.125,28.76,81,41,12.75
206,Itaituba,BR,2022-04-17 13:58:22,-4.2761,-55.9836,77.16,94,75,0.0
207,Simpang,ID,2022-04-17 13:58:23,-1.2667,104.0833,76.66,94,69,2.24
208,Vanderhoof,CA,2022-04-17 13:58:23,54.0166,-124.0198,26.37,77,23,1.61
209,Cabildo,AR,2022-04-17 13:58:23,-38.4842,-61.8954,69.24,51,10,4.16
210,Oranjemund,NA,2022-04-17 13:58:24,-28.55,16.4333,69.91,51,0,15.43
211,Myitkyina,MM,2022-04-17 13:58:24,25.3833,97.4,76.01,64,18,5.08
212,Olafsvik,IS,2022-04-17 13:58:24,64.8945,-23.7142,42.51,72,100,10.96
213,Hamilton,US,2022-04-17 13:57:55,39.1834,-84.5333,40.75,49,99,7.0
214,Freeport,US,2022-04-17 13:58:25,40.6576,-73.5832,48.11,47,0,8.99
215,Ixtapa,MX,2022-04-17 13:58:25,20.7,-105.2,76.32,30,100,2.57
216,San Patricio,US,2022-04-17 13:58:26,28.017,-97.5169,78.89,84,87,7.02
217,Khash,IR,2022-04-17 13:58:26,28.2211,61.2158,81.82,16,5,20.85
218,Qaqortoq,GL,2022-04-17 13:58:26,60.7167,-46.0333,32.07,75,100,4.99
219,Beira,MZ,2022-04-17 13:58:27,-19.8436,34.8389,84.29,74,40,11.5
220,Banyumas,ID,2022-04-17 13:58:27,-7.5142,109.2942,79.25,90,100,2.26
221,Ponnani,IN,2022-04-17 13:58:27,10.767,75.9252,85.32,72,82,4.85
222,Morondava,MG,2022-04-17 13:58:28,-20.2833,44.2833,84.88,74,4,11.45
223,Marsh Harbour,BS,2022-04-17 13:58:28,26.5412,-77.0636,76.59,73,96,11.45
224,Taksimo,RU,2022-04-17 13:58:28,56.3444,114.8794,29.23,98,100,1.16
225,Ardakan,IR,2022-04-17 13:58:29,32.31,54.0175,76.39,17,9,17.56
226,Nata,PA,2022-04-17 13:58:29,8.3333,-80.5167,80.47,64,100,2.17
227,Itarema,BR,2022-04-17 13:58:30,-2.9248,-39.9167,84.22,74,56,8.16
228,Bayan,CN,2022-04-17 13:58:30,46.0833,127.4,40.53,34,39,3.87
229,Khandyga,RU,2022-04-17 13:58:30,62.6667,135.6,4.71,98,54,2.82
230,Grand-Lahou,CI,2022-04-17 13:58:31,5.1367,-5.0242,76.28,91,100,3.15
231,Ribeira Grande,PT,2022-04-17 13:58:31,38.5167,-28.7,64.8,63,20,14.97
232,Luyang,CN,2022-04-17 13:58:31,27.6239,110.0989,47.52,97,100,0.83
233,Esperance,AU,2022-04-17 13:58:32,-33.8667,121.9,55.24,61,85,11.45
234,Port Hedland,AU,2022-04-17 13:58:32,-20.3167,118.5667,80.65,89,24,5.75
235,Visnes,NO,2022-04-17 13:58:32,59.3556,5.2242,51.85,58,75,10.36
236,Adrar,MR,2022-04-17 13:58:33,20.5022,-10.0711,95.72,8,5,11.39
237,Faanui,PF,2022-04-17 13:58:33,-16.4833,-151.75,80.89,71,8,11.3
238,Acarau,BR,2022-04-17 13:58:33,-2.8856,-40.12,84.22,73,69,9.08
239,Korla,CN,2022-04-17 13:58:34,41.7597,86.1469,61.45,12,0,4.68
240,Thinadhoo,MV,2022-04-17 13:58:34,0.5333,72.9333,83.98,67,94,8.52
241,Tura,IN,2022-04-17 13:58:34,25.5198,90.2201,70.05,82,2,7.05
242,Saint George,US,2022-04-17 13:58:35,37.1041,-113.5841,53.8,41,0,2.15
243,Diamantino,BR,2022-04-17 13:58:35,-14.4086,-56.4461,81.68,64,50,6.82
244,Luwuk,ID,2022-04-17 13:58:35,-0.9516,122.7875,77.65,83,100,2.01
245,Olenino,RU,2022-04-17 13:58:36,56.2092,33.4889,40.57,52,95,11.21
246,Entre Rios,BR,2022-04-17 13:58:36,-11.9419,-38.0844,83.03,73,98,3.4
247,Solnechnoye,RU,2022-04-17 13:58:36,43.276,46.507,61.38,53,3,13.85
248,Flinders,AU,2022-04-17 13:58:37,-34.5833,150.8552,63.18,86,10,5.99
249,Sobolevo,RU,2022-04-17 13:58:37,54.4299,31.8996,40.89,54,100,14.63
250,Aklavik,CA,2022-04-17 13:58:38,68.2191,-135.0107,-0.89,83,78,13.0
251,Kasongo-Lunda,CD,2022-04-17 13:58:38,-6.4667,16.8167,75.9,94,100,1.21
252,Castro,BR,2022-04-17 13:58:38,-24.7911,-50.0119,60.42,69,81,5.64
253,Antofagasta,CL,2022-04-17 13:57:24,-23.65,-70.4,60.08,63,33,8.23
254,Coihaique,CL,2022-04-17 13:58:00,-45.5752,-72.0662,31.95,93,100,4.61
255,Iqaluit,CA,2022-04-17 13:58:39,63.7506,-68.5145,-6.07,76,100,28.01
256,Camacha,PT,2022-04-17 13:58:39,33.0833,-16.3333,63.82,72,20,21.85
257,Presidencia Roque Saenz Pena,AR,2022-04-17 13:58:40,-26.7852,-60.4388,68.97,58,53,4.23
258,Ahipara,NZ,2022-04-17 13:58:40,-35.1667,173.1667,66.63,94,100,17.2
259,Laguna,US,2022-04-17 13:58:40,38.421,-121.4238,48.09,85,0,8.05
260,Usinsk,RU,2022-04-17 13:58:41,65.9939,57.5281,30.16,85,99,7.43
261,Isangel,VU,2022-04-17 13:58:41,-19.55,169.2667,79.39,83,100,2.37
262,Westport,US,2022-04-17 13:54:42,41.1415,-73.3579,48.27,49,1,17.0
263,Aviles,ES,2022-04-17 13:58:41,43.5547,-5.9248,68.38,72,20,18.01
264,Yukhnov,RU,2022-04-17 13:58:42,54.7444,35.2297,38.91,75,100,11.41
265,Thomaston,US,2022-04-17 13:58:42,32.8882,-84.3266,67.53,92,0,1.01
266,Villa Carlos Paz,AR,2022-04-17 13:58:42,-31.4241,-64.4978,68.4,10,10,1.01
267,Coquimbo,CL,2022-04-17 13:58:43,-29.9533,-71.3436,55.13,94,100,4.61
268,Lagoa,PT,2022-04-17 13:58:43,39.05,-27.9833,57.96,70,31,12.93
269,Longyearbyen,SJ,2022-04-17 13:58:43,78.2186,15.6401,22.84,68,75,3.44
270,Qasigiannguit,GL,2022-04-17 13:58:44,68.8193,-51.1922,2.73,86,42,3.76
271,Richards Bay,ZA,2022-04-17 13:58:44,-28.783,32.0377,65.39,91,100,2.35
272,Smithers,CA,2022-04-17 13:58:44,54.7804,-127.1743,25.12,80,0,0.0
273,Yashkul,RU,2022-04-17 13:58:45,46.1711,45.3435,69.37,31,62,12.46
274,Tonj,SS,2022-04-17 13:58:45,7.2737,28.6822,100.2,24,34,4.03
275,Hami,CN,2022-04-17 13:58:45,42.8,93.45,61.32,13,0,5.12
276,Lensk,RU,2022-04-17 13:58:46,60.7253,114.9278,38.89,99,100,8.68
277,Severka,RU,2022-04-17 13:58:46,56.8688,60.3015,44.04,65,92,2.44
278,Nanortalik,GL,2022-04-17 13:58:46,60.1432,-45.2371,30.88,79,100,6.53
279,High Rock,BS,2022-04-17 13:58:47,26.6208,-78.2833,77.02,72,100,12.46
280,Chabahar,IR,2022-04-17 13:58:47,25.2919,60.643,84.69,61,0,11.12
281,Santa Isabel,BR,2022-04-17 13:58:47,-23.3156,-46.2214,67.71,69,22,5.46
282,Cidreira,BR,2022-04-17 13:58:48,-30.1811,-50.2056,69.49,61,94,7.76
283,Waingapu,ID,2022-04-17 13:58:48,-9.6567,120.2641,80.53,82,100,6.58
284,Yar-Sale,RU,2022-04-17 13:58:48,66.8333,70.8333,15.49,92,76,8.75
285,Kavieng,PG,2022-04-17 13:58:49,-2.5744,150.7967,83.03,72,57,13.4
286,Baykit,RU,2022-04-17 13:58:49,61.67,96.37,35.49,94,100,11.45
287,Ponta Do Sol,PT,2022-04-17 13:54:24,32.6667,-17.1,75.13,41,100,12.12
288,La Palma,US,2022-04-17 13:58:50,33.8464,-118.0467,59.9,87,75,6.91
289,Avera,US,2022-04-17 13:58:50,33.194,-82.5271,68.56,74,88,5.77
290,Komsomolskiy,UZ,2022-04-17 13:58:50,40.4272,71.7189,84.92,12,81,2.3
291,Naze,JP,2022-04-17 13:58:51,28.3667,129.4833,65.32,64,65,7.02
292,Bilma,NE,2022-04-17 13:58:51,18.6853,12.9164,98.47,6,17,9.04
293,Boden,SE,2022-04-17 13:58:51,65.8252,21.6886,46.4,92,100,1.41
294,Lawrence,US,2022-04-17 13:56:44,38.9717,-95.2353,45.37,59,100,10.74
