City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
252,Huarmey,PE,-10.0681,-78.1522,67.71,83,99,10.11,overcast clouds,2022-04-17 00:30:51
253,Korla,CN,41.7597,86.1469,52.07,13,0,1.81,clear sky,2022-04-17 00:30:52
254,Sann,PK,26.0418,68.1378,75.11,39,53,9.71,broken clouds,2022-04-17 00:30:52
255,Lagoa,PT,39.05,-27.9833,58.5,74,0,14.29,clear sky,2022-04-17 00:30:52
256,Krutikha,RU,53.9599,81.2093,47.66,54,97,5.82,overcast clouds,2022-04-17 00:30:53
257,Dudinka,RU,69.4058,86.1778,11.01,96,100,13.13,overcast clouds,2022-04-17 00:30:53
258,Bethel,US,41.3712,-73.414,50.31,84,100,10.36,overcast clouds,2022-04-17 00:30:53
259,Filottrano,IT,43.4355,13.3514,53.28,72,68,5.99,broken clouds,2022-04-17 00:30:54
260,Bathsheba,BB,13.2167,-59.5167,79.41,78,75,18.41,broken clouds,2022-04-17 00:30:54
261,Deputatskiy,RU,69.3,139.9,10.27,89,100,3.85,overcast clouds,2022-04-17 00:30:54
262,La Maddalena,IT,41.2142,9.4083,59.16,68,30,28.81,scattered clouds,2022-04-17 00:26:05
263,Cabo Rojo,PR,18.0866,-67.1457,79.25,82,65,1.99,broken clouds,2022-04-17 00:30:55
264,Nemuro,JP,43.3236,145.575,39.87,74,2,13.6,clear sky,2022-04-17 00:30:55
265,Sanandaj,IR,35.3144,46.9923,37.42,45,0,0.0,clear sky,2022-04-17 00:30:55
266,Guiratinga,BR,-16.3494,-53.7583,72.7,75,46,4.41,scattered clouds,2022-04-17 00:30:56
267,Bilma,NE,18.6853,12.9164,84.29,11,100,9.69,overcast clouds,2022-04-17 00:30:56
268,Atar,MR,20.5169,-13.0499,78.06,13,0,2.39,clear sky,2022-04-17 00:30:57
269,Inhambane,MZ,-23.865,35.3833,72.46,91,63,5.64,moderate rain,2022-04-17 00:30:57
270,Srednekolymsk,RU,67.45,153.6833,17.11,87,100,6.89,overcast clouds,2022-04-17 00:30:57
271,Najran,SA,17.4924,44.1277,81.25,26,3,3.33,clear sky,2022-04-17 00:30:58
272,Hambantota,LK,6.1241,81.1185,79.14,100,75,4.61,broken clouds,2022-04-17 00:30:58
273,Biak,ID,-0.9131,122.8766,80.26,81,88,2.35,overcast clouds,2022-04-17 00:30:58
274,Lopatino,RU,52.6195,45.8118,48.45,82,100,8.61,overcast clouds,2022-04-17 00:30:59
275,Arraial Do Cabo,BR,-22.9661,-42.0278,72.95,69,0,14.45,clear sky,2022-04-17 00:30:59
276,Newport,GB,51.5877,-2.9984,54.52,74,100,1.48,overcast clouds,2022-04-17 00:30:01
277,Hervey Bay,AU,-25.2986,152.8535,75.02,69,69,10.0,broken clouds,2022-04-17 00:30:59
278,Tuy Hoa,VN,13.0833,109.3,77.68,86,15,2.75,few clouds,2022-04-17 00:29:54
279,Tessalit,ML,20.1986,1.0114,71.56,22,100,10.45,overcast clouds,2022-04-17 00:31:00
280,Iquique,CL,-20.2208,-70.1431,62.67,79,62,3.8,broken clouds,2022-04-17 00:30:01
281,San Isidro,PE,-12.1167,-77.05,65.79,41,0,14.97,clear sky,2022-04-17 00:31:00
282,Qasigiannguit,GL,68.8193,-51.1922,-7.6,92,14,5.7,few clouds,2022-04-17 00:31:01
283,Ponta Delgada,PT,37.7333,-25.6667,61.52,88,20,10.36,few clouds,2022-04-17 00:31:01
284,Baherden,TM,38.4362,57.4316,58.8,72,100,13.4,overcast clouds,2022-04-17 00:31:01
285,Aranda De Duero,ES,41.6704,-3.6892,47.39,64,0,3.06,clear sky,2022-04-17 00:31:02
286,Pacific Grove,US,36.6177,-121.9166,64.02,76,100,11.5,overcast clouds,2022-04-17 00:26:31
287,Olafsvik,IS,64.8945,-23.7142,43.92,97,100,12.26,light rain,2022-04-17 00:31:03
288,Puerto El Triunfo,SV,13.2833,-88.55,83.25,76,53,8.23,broken clouds,2022-04-17 00:31:03
289,Voh,NC,-20.9667,164.7,82.09,59,0,7.34,clear sky,2022-04-17 00:31:04
290,Codrington,AU,-38.2667,141.9667,76.91,32,100,24.63,overcast clouds,2022-04-17 00:31:04
291,Ullapool,GB,57.8987,-5.1604,49.35,76,100,6.11,overcast clouds,2022-04-17 00:31:04
292,Le Passage,FR,44.2014,0.6028,54.75,76,0,2.3,clear sky,2022-04-17 00:31:05
293,Narrabri,AU,-30.3167,149.7833,71.53,49,0,5.75,clear sky,2022-04-17 00:31:05
294,Anadyr,RU,64.75,177.4833,34.3,74,40,8.95,scattered clouds,2022-04-17 00:26:51
295,Litovko,RU,49.2361,135.1742,35.47,82,100,9.1,overcast clouds,2022-04-17 00:31:06
296,Ati,TD,13.2154,18.3353,85.3,42,40,7.45,scattered clouds,2022-04-17 00:31:06
297,Guadalupe Victoria,MX,32.2869,-115.105,87.87,11,0,17.74,clear sky,2022-04-17 00:31:08
298,Te Anau,NZ,-45.4167,167.7167,54.03,56,97,0.56,overcast clouds,2022-04-17 00:31:09
299,Keelung,TW,25.1283,121.7419,64.94,76,100,9.28,overcast clouds,2022-04-17 00:31:09
300,Komsomolskiy,UZ,40.4272,71.7189,61.52,41,62,4.61,broken clouds,2022-04-17 00:31:10
301,Filadelfia,US,39.9523,-75.1638,64.29,71,75,19.57,thunderstorm,2022-04-17 00:28:46
302,Rawson,AR,-43.3002,-65.1023,54.77,68,0,10.47,clear sky,2022-04-17 00:30:50
303,Moura,PT,38.1401,-7.4486,60.91,70,13,3.76,few clouds,2022-04-17 00:31:11
304,Watertown,US,42.3709,-71.1828,54.48,80,100,20.71,moderate rain,2022-04-17 00:31:11
305,Hasaki,JP,35.7333,140.8333,57.6,54,100,9.26,overcast clouds,2022-04-17 00:31:11
306,Salvador,SV,13.8333,-88.9167,78.84,72,53,4.29,broken clouds,2022-04-17 00:31:12
307,Karasburg,NA,-28.0167,18.75,62.22,38,0,8.63,clear sky,2022-04-17 00:31:13
308,Sedniv,UA,51.6447,31.565,36.28,97,100,10.31,light rain,2022-04-17 00:31:13
309,Tungor,RU,53.3808,142.9564,31.28,78,100,10.87,overcast clouds,2022-04-17 00:31:14
310,Padang,ID,-0.9492,100.3543,77.05,76,36,2.42,scattered clouds,2022-04-17 00:31:14
311,Evanston,US,42.0411,-87.6901,45.46,64,75,12.66,broken clouds,2022-04-17 00:31:14
312,Bad Windsheim,DE,49.5,10.4167,39.97,63,0,6.2,clear sky,2022-04-17 00:31:15
313,Hwange,ZW,-18.3693,26.5019,66.52,92,100,4.61,light rain,2022-04-17 00:31:15
314,Dunedin,NZ,-45.8742,170.5036,55.8,64,77,8.99,broken clouds,2022-04-17 00:28:13
315,Faya,SA,18.3851,42.4509,64.51,47,0,4.47,clear sky,2022-04-17 00:31:16
316,Matay,EG,28.419,30.7792,78.21,13,0,8.81,clear sky,2022-04-17 00:31:16
317,Sawtell,AU,-30.3833,153.1,70.18,68,75,11.5,broken clouds,2022-04-17 00:31:16
318,Poso,ID,-1.3959,120.7524,80.35,85,94,1.63,overcast clouds,2022-04-17 00:31:17
319,Marawi,PH,7.9986,124.2928,74.95,78,91,1.9,overcast clouds,2022-04-17 00:31:17
320,Nome,US,64.5011,-165.4064,34.16,69,40,19.57,scattered clouds,2022-04-17 00:31:17
321,Balabac,PH,7.9868,117.0645,83.16,72,96,4.29,overcast clouds,2022-04-17 00:31:18
322,North Bend,US,43.4065,-124.2243,52.16,77,20,13.8,few clouds,2022-04-17 00:30:18
323,Wasilla,US,61.5814,-149.4394,46.29,44,100,5.75,overcast clouds,2022-04-17 00:31:18
324,Canavieiras,BR,-15.675,-38.9472,74.71,92,100,6.64,overcast clouds,2022-04-17 00:31:19
325,Oussouye,SN,12.485,-16.5469,69.98,74,39,11.74,scattered clouds,2022-04-17 00:31:19
326,Shingu,JP,33.7333,135.9833,62.24,59,93,9.15,overcast clouds,2022-04-17 00:31:19
327,Zarechnyy,RU,53.2036,45.1923,52.32,33,100,8.84,overcast clouds,2022-04-17 00:31:20
328,Ibia,BR,-19.4783,-46.5389,71.06,87,3,4.36,clear sky,2022-04-17 00:31:20
329,Yerbogachen,RU,61.2767,108.0108,38.59,97,100,11.56,overcast clouds,2022-04-17 00:31:21
330,Rajula,IN,21.05,71.4333,78.01,51,0,6.42,clear sky,2022-04-17 00:31:21
331,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,77,0,13.8,clear sky,2022-04-17 00:31:21
332,Muzaffargarh,PK,30.0754,71.1921,86.02,16,8,6.22,clear sky,2022-04-17 00:31:22
333,Piranshahr,IR,36.701,45.1413,41.29,79,0,3.8,clear sky,2022-04-17 00:31:22
334,Klaksvik,FO,62.2266,-6.589,47.32,96,100,23.85,light rain,2022-04-17 00:31:22
335,Telica,NI,12.522,-86.8594,80.01,63,10,5.21,clear sky,2022-04-17 00:31:23
336,Vardo,NO,70.3705,31.1107,38.75,83,100,28.07,overcast clouds,2022-04-17 00:27:02
337,Trairi,BR,-3.2778,-39.2689,77.47,84,89,3.69,overcast clouds,2022-04-17 00:31:23
338,Isangel,VU,-19.55,169.2667,86.11,79,40,2.3,scattered clouds,2022-04-17 00:30:01
339,Porto Novo,BJ,6.4965,2.6036,80.1,81,100,4.88,overcast clouds,2022-04-17 00:31:24
340,Brigantine,US,39.4101,-74.3646,63.03,84,0,11.5,clear sky,2022-04-17 00:27:07
341,Tarpon Springs,US,28.1461,-82.7568,79.14,85,0,6.91,clear sky,2022-04-17 00:31:25
342,Tomatlan,MX,19.9333,-105.25,80.49,42,100,1.74,overcast clouds,2022-04-17 00:31:25
343,Okhotsk,RU,59.3833,143.3,24.51,76,100,10.87,overcast clouds,2022-04-17 00:31:25
344,Jibuti,DJ,11.5,42.5,74.26,73,59,7.23,broken clouds,2022-04-17 00:31:26
345,Atambua,ID,-9.1061,124.8925,81.46,69,82,1.57,broken clouds,2022-04-17 00:31:26
346,Akyab,MM,20.15,92.9,81.99,78,17,1.28,few clouds,2022-04-17 00:31:26
347,Sabratah,LY,32.7933,12.4885,61.68,72,92,17.6,overcast clouds,2022-04-17 00:31:27
348,Tateyama,JP,34.9833,139.8667,57.09,59,100,11.34,moderate rain,2022-04-17 00:31:27
349,Bella Union,UY,-30.2752,-57.6007,57.29,79,7,5.28,clear sky,2022-04-17 00:31:27
350,Fria,GN,10.4167,-13.5833,72.21,89,77,1.9,broken clouds,2022-04-17 00:31:28
351,Oranjemund,NA,-28.55,16.4333,56.95,81,0,4.76,clear sky,2022-04-17 00:31:28
352,Bubaque,GW,11.2833,-15.8333,75.18,73,15,25.1,few clouds,2022-04-17 00:31:28
353,Serebryanyy Bor,RU,56.8,124.8,22.32,89,100,3.6,overcast clouds,2022-04-17 00:31:29
354,Hokitika,NZ,-42.7167,170.9667,63.23,56,100,3.02,overcast clouds,2022-04-17 00:31:29
355,Tornesch,DE,53.7,9.7167,40.89,72,0,2.3,clear sky,2022-04-17 00:31:29
356,Boffa,GN,10.1667,-14.0333,74.5,81,76,3.44,broken clouds,2022-04-17 00:31:30
357,Motygino,RU,58.1831,94.7592,40.71,89,100,4.56,overcast clouds,2022-04-17 00:31:30
358,Touho,NC,-20.7833,165.2333,78.69,61,0,5.91,clear sky,2022-04-17 00:31:31
359,Dwarka,IN,22.2394,68.9678,79.41,77,0,12.3,clear sky,2022-04-17 00:31:31
360,Acapulco,MX,16.8634,-99.8901,84.02,58,0,9.22,clear sky,2022-04-17 00:31:31
361,Soyo,AO,-6.1349,12.3689,77.54,91,98,7.56,overcast clouds,2022-04-17 00:31:32
362,Nurota,UZ,40.5614,65.6886,62.91,46,100,8.63,overcast clouds,2022-04-17 00:31:32
363,Lugoba,TZ,-6.45,38.3333,70.25,97,100,4.0,overcast clouds,2022-04-17 00:31:32
364,Chilmari,BD,25.5559,89.6715,76.89,80,12,15.23,few clouds,2022-04-17 00:31:33
365,Banikoara,BJ,11.2985,2.4386,80.98,48,65,4.68,broken clouds,2022-04-17 00:31:33
366,Kaabong,UG,3.4836,34.1492,62.13,88,100,2.98,overcast clouds,2022-04-17 00:31:33
367,Banda Aceh,ID,5.5577,95.3222,81.75,77,21,5.14,few clouds,2022-04-17 00:31:34
368,Nantucket,US,41.2835,-70.0995,55.45,82,0,14.97,clear sky,2022-04-17 00:31:29
369,Mehamn,NO,71.0357,27.8492,37.42,90,100,31.09,overcast clouds,2022-04-17 00:31:34
370,Havoysund,NO,70.9963,24.6622,39.43,91,100,29.04,overcast clouds,2022-04-17 00:31:34
371,Chachapoyas,PE,-6.2317,-77.869,54.37,97,94,2.51,overcast clouds,2022-04-17 00:31:35
372,Eureka,US,40.8021,-124.1637,53.26,68,12,5.01,few clouds,2022-04-17 00:29:01
373,Kokkola,FI,63.8385,23.1307,32.94,87,0,5.75,clear sky,2022-04-17 00:31:35
374,Novo Aripuana,BR,-5.1206,-60.3797,73.76,97,99,1.14,overcast clouds,2022-04-17 00:31:36
375,Naryan-Mar,RU,67.6713,53.087,15.26,96,100,6.49,overcast clouds,2022-04-17 00:31:36
376,Havelock,US,34.8791,-76.9013,67.98,90,0,8.05,clear sky,2022-04-17 00:31:36
377,Chuy,UY,-33.6971,-53.4616,59.52,84,1,5.97,clear sky,2022-04-17 00:31:37
378,Tonantins,BR,-2.8731,-67.8022,74.3,94,99,1.95,overcast clouds,2022-04-17 00:31:37
379,Naze,JP,28.3667,129.4833,65.32,57,90,10.54,overcast clouds,2022-04-17 00:31:37
380,Micheweni,TZ,-4.9667,39.8333,78.64,85,100,11.32,light rain,2022-04-17 00:31:38
381,Asfi,MA,32.2994,-9.2372,66.33,57,100,12.15,overcast clouds,2022-04-17 00:31:38
382,Grand Gaube,MU,-20.0064,57.6608,77.38,87,71,5.99,broken clouds,2022-04-17 00:31:39
383,Omboue,GA,-1.5746,9.2618,77.43,89,100,3.89,overcast clouds,2022-04-17 00:31:39
384,Araouane,ML,18.9048,-3.5265,74.01,16,0,11.16,clear sky,2022-04-17 00:31:39
385,Lensk,RU,60.7253,114.9278,30.33,82,100,6.26,overcast clouds,2022-04-17 00:31:40
386,Young,UY,-32.6833,-57.6333,56.46,71,37,4.68,scattered clouds,2022-04-17 00:31:40
387,Petauke,ZM,-14.2426,31.3253,65.5,89,17,8.14,few clouds,2022-04-17 00:31:40
388,Wucheng,CN,29.6008,118.175,53.67,77,98,2.28,overcast clouds,2022-04-17 00:31:41
389,Frutal,BR,-20.0247,-48.9406,61.7,68,0,5.46,clear sky,2022-04-17 00:31:41
390,Esna,EG,25.2934,32.554,78.82,14,0,3.87,clear sky,2022-04-17 00:31:41
391,Andenes,NO,69.3143,16.1194,42.78,87,100,8.05,overcast clouds,2022-04-17 00:31:42
392,Yarim,YE,14.298,44.3779,55.63,65,7,1.05,clear sky,2022-04-17 00:31:42
393,Puyang,CN,29.4603,119.8861,53.33,82,100,2.01,overcast clouds,2022-04-17 00:31:42
394,Jodar,ES,37.8406,-3.3526,62.49,61,2,2.77,clear sky,2022-04-17 00:31:43
395,Lincoln,US,40.8,-96.667,49.91,27,0,11.5,clear sky,2022-04-17 00:31:33
396,Debre Tabor,ET,11.85,38.0167,56.95,69,100,4.72,light rain,2022-04-17 00:31:43
397,Saint Anthony,US,45.0205,-93.218,39.25,37,0,12.66,clear sky,2022-04-17 00:31:44
398,Flin Flon,CA,54.7682,-101.865,25.7,76,100,3.0,overcast clouds,2022-04-17 00:31:44
399,Liverpool,GB,53.4106,-2.9779,57.74,86,0,3.44,clear sky,2022-04-17 00:28:54
400,Onguday,RU,50.75,86.15,44.11,58,0,3.44,clear sky,2022-04-17 00:31:44
401,Lata,PT,40.1629,-8.3327,49.96,91,89,1.66,overcast clouds,2022-04-17 00:31:45
402,Usinsk,RU,65.9939,57.5281,16.7,96,100,8.25,overcast clouds,2022-04-17 00:31:45
403,Waddan,LY,29.1614,16.139,62.91,63,0,12.77,clear sky,2022-04-17 00:31:45
404,San Angelo,US,31.4638,-100.437,77.22,31,0,11.5,clear sky,2022-04-17 00:29:50
405,General Roca,AR,-39.0333,-67.5833,59.63,56,4,14.58,clear sky,2022-04-17 00:31:46
406,Kloulklubed,PW,7.0419,134.2556,82.36,73,82,1.16,broken clouds,2022-04-17 00:31:46
407,Benguela,AO,-12.5763,13.4055,76.86,87,100,0.22,light rain,2022-04-17 00:31:47
408,Prince Albert,CA,53.2001,-105.7677,30.15,47,75,11.5,broken clouds,2022-04-17 00:28:00
409,Tahoua,NE,14.8888,5.2692,81.16,12,98,9.35,overcast clouds,2022-04-17 00:31:47
410,Embu,BR,-23.6489,-46.8522,63.1,91,99,6.24,overcast clouds,2022-04-17 00:31:47
411,Dayong,CN,25.0209,118.2898,64.83,53,79,3.67,broken clouds,2022-04-17 00:31:48
412,Ola,RU,59.5833,151.2833,30.15,64,26,5.23,scattered clouds,2022-04-17 00:31:48
413,Cherskiy,RU,68.75,161.3,22.06,88,100,12.57,overcast clouds,2022-04-17 00:31:48
414,Mendi,PG,-6.1761,143.6513,71.11,55,100,4.47,overcast clouds,2022-04-17 00:31:49
415,Terneuzen,NL,51.2809,3.8392,50.41,67,10,3.0,clear sky,2022-04-17 00:31:49
416,San Pedro,PH,14.35,121.0167,83.43,75,75,5.75,broken clouds,2022-04-17 00:31:49
417,Karratha,AU,-20.7377,116.8463,89.55,37,11,4.36,few clouds,2022-04-17 00:31:50
418,Tutoia,BR,-2.7619,-42.2744,78.67,83,100,4.47,overcast clouds,2022-04-17 00:31:50
419,Dongsheng,CN,39.8161,109.9776,41.16,85,100,14.14,overcast clouds,2022-04-17 00:31:50
420,Tabou,CI,4.423,-7.3528,76.93,89,100,3.65,moderate rain,2022-04-17 00:31:51
421,La Ronge,CA,55.1001,-105.2842,34.05,40,100,8.05,overcast clouds,2022-04-17 00:31:51
422,Malkangiri,IN,18.35,81.9,80.44,47,82,1.88,broken clouds,2022-04-17 00:31:51
423,Takoradi,GH,4.8845,-1.7554,76.1,87,100,5.61,light rain,2022-04-17 00:31:52
424,Schlitz,DE,50.6742,9.561,41.86,79,6,2.95,clear sky,2022-04-17 00:31:52
425,Maroantsetra,MG,-15.4333,49.7333,75.16,86,74,2.57,light rain,2022-04-17 00:31:52
426,Price,US,39.5994,-110.8107,51.12,66,100,18.41,overcast clouds,2022-04-17 00:28:44
427,Rabak,SD,13.1809,32.74,86.61,43,100,15.79,overcast clouds,2022-04-17 00:31:53
428,Sangmelima,CM,2.9333,11.9833,68.11,99,31,2.19,scattered clouds,2022-04-17 00:31:53
429,Svay Rieng,KH,11.0879,105.7993,82.81,70,100,10.02,overcast clouds,2022-04-17 00:31:54
430,Butembo,CD,0.15,29.2833,57.36,97,100,3.0,overcast clouds,2022-04-17 00:31:54
431,Nokaneng,BW,-19.6667,22.2667,66.34,81,100,5.48,overcast clouds,2022-04-17 00:31:54
432,San Vicente,AR,-26.6167,-54.1333,53.24,90,17,2.73,few clouds,2022-04-17 00:31:39
433,Ryotsu,JP,38.0833,138.4333,52.05,53,0,5.61,clear sky,2022-04-17 00:31:55
434,Harer,ET,9.3094,42.1258,63.21,76,55,2.26,light rain,2022-04-17 00:31:55
435,Mongo,TD,12.1844,18.693,84.9,39,4,3.02,clear sky,2022-04-17 00:31:56
436,Taraza,CO,7.5836,-75.4007,76.77,96,97,1.95,overcast clouds,2022-04-17 00:31:56
437,Ankang,CN,32.68,109.0172,49.51,80,100,0.78,overcast clouds,2022-04-17 00:31:56
438,Buala,SB,-8.145,159.5921,82.54,74,85,3.51,light rain,2022-04-17 00:31:57
439,Laguna,US,38.421,-121.4238,71.15,54,0,16.11,clear sky,2022-04-17 00:31:57
440,Saiha,IN,22.4833,92.9667,73.94,63,93,1.99,overcast clouds,2022-04-17 00:31:57
441,Mbanza-Ngungu,CD,-5.25,14.8667,67.03,89,57,1.7,broken clouds,2022-04-17 00:31:58
442,Upington,ZA,-28.4478,21.2561,57.58,88,0,2.3,clear sky,2022-04-17 00:31:58
443,Bulawayo,ZW,-20.15,28.5833,59.27,95,100,11.43,overcast clouds,2022-04-17 00:31:58
444,Paka,MY,4.6374,103.4368,80.53,89,40,0.0,thunderstorm,2022-04-17 00:31:59
445,Paraguacu,BR,-21.5472,-45.7375,55.27,74,0,4.0,clear sky,2022-04-17 00:31:59
446,Azare,NG,11.6765,10.1948,80.94,53,87,13.65,overcast clouds,2022-04-17 00:31:59
447,San Juan,AR,-31.5375,-68.5364,67.78,38,0,10.33,clear sky,2022-04-17 00:28:22
448,Abhaynagar,BD,23.0129,89.4049,81.05,85,95,14.41,overcast clouds,2022-04-17 00:32:00
449,Tarakan,ID,3.3,117.6333,79.23,81,100,4.0,overcast clouds,2022-04-17 00:32:00
450,Mahibadhoo,MV,3.7833,72.9667,83.7,75,95,10.31,overcast clouds,2022-04-17 00:32:00
451,Lompoc,US,34.6391,-120.4579,69.69,71,20,12.66,few clouds,2022-04-17 00:32:01
452,Alice Springs,AU,-23.7,133.8833,83.75,21,100,8.05,overcast clouds,2022-04-17 00:30:12
453,Carbonia,IT,39.1672,8.5222,54.55,81,11,5.21,few clouds,2022-04-17 00:32:01
454,Jumla,NP,29.2747,82.1838,47.8,51,0,4.36,clear sky,2022-04-17 00:32:02
455,Torbay,CA,47.6666,-52.7314,46.38,56,40,28.77,scattered clouds,2022-04-17 00:32:02
456,Hovd,MN,48.0056,91.6419,44.64,16,0,2.91,clear sky,2022-04-17 00:32:03
457,Batticaloa,LK,7.7102,81.6924,78.93,86,40,5.84,scattered clouds,2022-04-17 00:32:03
458,Kalmunai,LK,7.4167,81.8167,78.78,88,11,9.6,few clouds,2022-04-17 00:32:03
459,Babstovo,RU,48.1167,132.4833,41.99,54,63,15.61,broken clouds,2022-04-17 00:32:04
460,Bonthe,SL,7.5264,-12.505,77.79,80,20,4.63,few clouds,2022-04-17 00:32:04
461,Ustye,RU,59.6304,39.736,22.73,95,9,3.38,clear sky,2022-04-17 00:32:05
462,Cayenne,GF,4.9333,-52.3333,81.09,1,75,7.0,broken clouds,2022-04-17 00:30:05
463,Bullhead City,US,35.1478,-114.5683,90.82,11,0,20.71,clear sky,2022-04-17 00:32:05
464,Sri Aman,MY,1.2376,111.4621,78.85,89,20,0.0,few clouds,2022-04-17 00:32:06
465,Mount Isa,AU,-20.7333,139.5,85.77,19,5,10.36,clear sky,2022-04-17 00:32:06
466,Sayyan,YE,15.1718,44.3244,59.41,29,7,1.23,clear sky,2022-04-17 00:32:06
467,Amarwara,IN,22.3,79.1667,80.37,18,1,6.15,clear sky,2022-04-17 00:32:07
468,Nikolskoye,RU,59.7035,30.7861,33.8,81,56,3.38,broken clouds,2022-04-17 00:32:07
469,Xichang,CN,27.8964,102.2634,54.95,75,88,1.28,overcast clouds,2022-04-17 00:32:08
470,Gorontalo,ID,0.5412,123.0595,81.36,82,67,5.82,light rain,2022-04-17 00:32:08
471,Gao,ML,16.6362,1.637,80.85,10,100,12.01,overcast clouds,2022-04-17 00:32:08
472,Camalu,MX,30.85,-116.0667,64.0,66,0,15.64,clear sky,2022-04-17 00:32:09
473,Rovaniemi,FI,66.5,25.7167,31.41,86,0,8.05,clear sky,2022-04-17 00:32:09
474,Kishapu,TZ,-3.6167,33.8667,64.94,89,97,0.92,overcast clouds,2022-04-17 00:32:10
475,Ibipeba,BR,-11.6408,-42.0111,69.53,95,100,4.65,overcast clouds,2022-04-17 00:32:10
476,Lumphat,KH,13.4878,106.9816,79.36,77,100,5.03,overcast clouds,2022-04-17 00:32:11
477,Pandamatenga,BW,-18.5278,25.627,63.75,96,91,8.99,overcast clouds,2022-04-17 00:32:11
478,Simi,SL,9.5667,-12.35,77.34,66,20,5.17,few clouds,2022-04-17 00:32:11
479,Kahului,US,20.8947,-156.47,78.82,57,40,10.36,scattered clouds,2022-04-17 00:32:12
480,Mandalgovi,MN,45.7625,106.2708,39.16,43,94,13.87,overcast clouds,2022-04-17 00:32:12
481,Tuim,RU,54.3417,89.9261,50.58,49,27,5.73,scattered clouds,2022-04-17 00:32:13
482,Amga,RU,60.8953,131.9608,28.29,78,98,5.99,overcast clouds,2022-04-17 00:32:13
483,Coffs Harbour,AU,-30.3,153.1333,70.12,68,75,11.5,broken clouds,2022-04-17 00:32:13
484,Cockburn Town,TC,21.4612,-71.1419,77.49,84,100,23.8,overcast clouds,2022-04-17 00:32:14
485,Sorong,ID,-0.8833,131.25,82.96,74,56,1.59,broken clouds,2022-04-17 00:32:14
486,Vao,NC,-22.6667,167.4833,76.69,70,0,7.9,clear sky,2022-04-17 00:32:15
487,Tautira,PF,-17.7333,-149.15,79.92,74,6,9.6,light rain,2022-04-17 00:32:15
488,Lampa,CL,-33.2833,-70.9,68.77,46,0,8.05,clear sky,2022-04-17 00:32:15
489,Tandil,AR,-37.3217,-59.1332,53.69,67,100,2.77,overcast clouds,2022-04-17 00:30:12
490,Portmore,JM,17.9702,-76.8672,82.36,75,40,16.11,scattered clouds,2022-04-17 00:32:16
491,Bontang,ID,0.1333,117.5,80.38,75,96,1.36,overcast clouds,2022-04-17 00:32:16
492,Yar-Sale,RU,66.8333,70.8333,11.62,87,100,14.41,overcast clouds,2022-04-17 00:32:17
493,Todos Santos,MX,23.45,-110.2167,69.44,71,100,7.72,overcast clouds,2022-04-17 00:32:17
494,Skiathos,GR,39.1623,23.4909,56.97,71,100,10.83,overcast clouds,2022-04-17 00:32:17
495,Dodoma,TZ,-6.1722,35.7395,62.83,97,100,3.67,overcast clouds,2022-04-17 00:32:18
496,Paita,PE,-5.0892,-81.1144,68.92,79,21,17.29,few clouds,2022-04-17 00:32:18
497,Fontem,CM,5.4685,9.8818,67.84,92,94,1.7,light rain,2022-04-17 00:32:18
498,Turukhansk,RU,65.8167,87.9833,26.2,96,100,18.77,snow,2022-04-17 00:32:19
499,Cravo Norte,CO,6.3017,-70.2041,76.96,86,100,5.26,overcast clouds,2022-04-17 00:32:19
500,Llano De Piedra,PA,7.6667,-80.5667,76.89,99,100,6.35,overcast clouds,2022-04-17 00:32:19
501,Morondava,MG,-20.2833,44.2833,78.04,90,1,4.7,clear sky,2022-04-17 00:32:20
502,Luau,AO,-10.7073,22.2247,63.93,98,100,2.71,light rain,2022-04-17 00:32:20
503,Lithakia,GR,37.7167,20.8333,56.57,75,100,17.67,light rain,2022-04-17 00:32:21
504,Artesia,US,33.8658,-118.0831,73.63,68,20,14.97,few clouds,2022-04-17 00:30:35
505,Pirovskoye,RU,57.6267,92.2658,46.17,77,100,12.44,overcast clouds,2022-04-17 00:32:21
506,Gander,CA,48.9682,-54.5906,46.53,61,40,10.36,scattered clouds,2022-04-17 00:28:36
507,San Quintin,MX,30.4833,-115.95,62.11,73,0,22.7,clear sky,2022-04-17 00:32:22
508,Charters Towers,AU,-20.1,146.2667,78.94,46,91,12.21,overcast clouds,2022-04-17 00:32:22
509,Sterling,US,39.0062,-77.4286,70.09,40,75,10.36,broken clouds,2022-04-17 00:32:23
510,Sulphur Springs,US,33.1385,-95.6011,76.71,82,100,11.5,overcast clouds,2022-04-17 00:32:23
511,Vila Do Maio,CV,15.1333,-23.2167,70.34,80,81,13.98,broken clouds,2022-04-17 00:32:23
512,Kilemary,RU,56.7783,46.8659,28.13,96,100,12.26,snow,2022-04-17 00:32:24
513,Comodoro Rivadavia,AR,-45.8667,-67.5,55.26,71,0,11.5,clear sky,2022-04-17 00:30:01
514,Valday,RU,57.9747,33.2525,24.46,98,20,4.09,few clouds,2022-04-17 00:32:24
515,Lokomotivnyy,RU,53.0118,60.5684,33.3,83,15,7.63,few clouds,2022-04-17 00:32:25
516,Guerrero Negro,MX,27.9769,-114.0611,62.58,75,64,22.5,broken clouds,2022-04-17 00:32:25
517,Alpinopolis,BR,-20.8636,-46.3881,57.24,74,0,3.98,clear sky,2022-04-17 00:32:25
